userid,songid
00000204,5UsLjwBaTHBX4ektWIr4XX
00000204,2QtxlzvSBONjs1bDC34ixs
00000204,2JpUkUR0OsOlUUfm6iS8ic
00000204,2TE1FOBGJ0h7xxIFUjppmd
00000204,7G3lxTsMfSx4yarMkfgnTC
00000204,2yjlYDiNiQkdxVqTlaSrlX
00000204,42Lryt8OjQ3C86dZAOgUdd
00000204,5Bi7SC49g4neuXwzgXBeFy
00000204,323Tzd2yjV4pifrVAajafb
00000204,1yy2DlSDtEt90d54rPDPXz
00000204,0wfuwgtWKZYRYAONxXPjPO
00000205,3TidJUS4FxxHgy1cBMymHF
00000205,3KkXRkHbMCARz0aVfEt68P
00000205,60SdxE8apGAxMiRrpbmLY0
00000205,7seTcUFOhn5caSDbiSfsp0
00000205,6TrNRd98WksT9Kkmx9uj6R
00000205,32lItqlMi4LBhb4k0BaSaC
00000205,3ssX20QT5c3nA9wk78V1LQ
00000205,6Nq5lE0CeOAAAqN4qhkbZU
00000205,5l3CML2OnzfNs5RfVgbcLt
00000205,0TK2YIli7K1leLovkQiNik
00000205,5mu1uv8RmzDkF8foePK5qa
00000205,2bT4MPXE908eg5OYP40DAw
00000205,0O6u0VJ46W86TxN9wgyqDj
00000205,26XUAwGZqQEyy8Ubhtj4kq
00000205,18vdhCWxqPohnPwicDi3Xr
00000205,5a4AQWs84xeEyYUd1iC2Pn
00000205,36Hwcla06Q5BCr59CL0sBp
00000205,4y35lEbyqHAuVEVMe4waSE
00000205,5R1WTY85gge1Ggd5rTMUJK
00000205,5HCyWlXZPP0y6Gqq8TgA20
00000205,0CAfXk7DXMnon4gLudAp7J
00000205,53duuSwaLOZuIrELvZXqLH
00000205,7FGvAPKP5rn0JnWn6qLqVP
00000205,0trHOzAhNpGCsGBEu7dOJo
00000205,323Tzd2yjV4pifrVAajafb
00000205,2Ih217RCGAmyQR68Nn7Cqo
00000205,63cd4JkwGgYJrbOizbfmsp
00000205,2GrOq1y5gksYrqkc8Jzl9T
00000205,2s9NvnrAU9WahyWRa0Ou9m
00000205,1Ser4X0TKttOvo8bgdytTP
00000205,1XXimziG1uhM0eDNCZCrUl
00000205,1CdqVF1ywD0ZO1zXtB9yWa
00000205,0LFcFGLYTX6UmeIdO7NVd7
00000205,6REbwUNlppTfcnV4d4ZoZi
00000205,14blxrgE0VWAgv5aF2wWmx
00000205,7f2HHmhlbdkW5f9Ge26qny
00000205,5jfdZRtygUxV50rsbIF5zj
00000206,22L7bfCiAkJo5xGSQgmiIO
00000206,7f2HHmhlbdkW5f9Ge26qny
00000206,11BIoKDpTJHX5mZt6p566h
00000206,0CAfXk7DXMnon4gLudAp7J
00000206,7ElF5zxOwYP4qVSWVvse3W
00000206,0jqBo5RYn008f4ZY8kPewW
00000206,6x4tKaOzfNJpEJHySoiJcs
00000206,65ES1qwOB577ZnTkizMXJJ
00000206,024Q1MI4uaYHF6j2Q2ZYgF
00000206,1kBbgxAUc4HQv7cgIayIDH
00000206,5D2mYZuzcgjpchVY1pmTPh
00000206,5PsP6R5YDRh5IaqAey04AA
00000206,6UelLqGlWMcVH1E5c4H7lY
00000206,7f1zjZG77S891Uv4O68yfk
00000206,7aXuop4Qambx5Oi3ynsKQr
00000206,3HnhrVBybVBzp9yEQcAzfC
00000206,5SkRLpaGtvYPhw02vZhQQ9
00000206,5tEbnKMOMK8LLoOIsEkWRr
00000206,2hnTGEeWAh9UHIjpMsPiFf
00000206,4Q3N4Ct4zCuIHuZ65E3BD4
00000206,4P7VFiaZb3xrXoqGwZXC3J
00000206,0NmuYnjETG3u3qx0OmEJev
00000206,7G3lxTsMfSx4yarMkfgnTC
00000206,0UaMYEvWZi0ZqiDOoHU3YI
00000206,2QtxlzvSBONjs1bDC34ixs
00000206,5IFCyWplye09HytIP80RCF
00000206,6lEIjrQNwJPecJ7mMXjhjo
00000206,2CWgsjHSIz6cNFiueadyQs
00000206,3TlFNLjRnslvF7Y5iS34ZA
00000206,6xChOqrClteugb4RwSD1kS
00000206,591ks2A0o7ratTpiRdI7M6
00000206,6ezg5Mm5UEEi3Oqsbb7Cjn
00000206,22UDw8rSfLbUsaAGTXQ4Z8
00000206,4q6dqyGM25sKFU8nYAGRe4
00000206,20MuVazoNMv6xjKPnRFOxG
00000206,3ZFTkvIE7kyPt6Nu3PEa7V
00000206,07rmSXN6vNoquX1AsWd9pP
00000206,02MWAaffLxlfxAUY7c5dvx
00000206,5Rkbnhwkb6oiqq1HQcXirN
00000206,36N2bDLedBsK9VylCszIwH
00000206,7Ezwtgfw7khBrpvaNPtMoT
00000206,5R2rsbwCDXORX2tLfprRmM
00000206,6Z8R6UsFuGXGtiIxiD8ISb
00000206,2iJuuzV8P9Yz0VSurttIV5
00000206,0Qr9Dl5b43RAZuXTSqzBzu
00000206,2Ozc0me9PV5vlt8cokwdvI
00000207,72cKCgYH6RZv4AcfEJ9S8o
00000207,1muLq1kBLWIT3pmNC2xl0g
00000207,2iDjCLUOGhJtz5cPHljGVd
00000207,5274I4mUMnYczyeXkGDWZN
00000207,6LmDWlzYKzg6Y3lbuV4jgw
00000207,5IZc3KIVFhjzJ0L2kiXzUl
00000207,1eL8wZKx7CVJVbZG12becL
00000207,74ozBdPG4zfj1hv7EF5hwP
00000207,69bHJ9qs5FrUJbKP8xU8uZ
00000207,1Ser4X0TKttOvo8bgdytTP
00000207,2jGUAB6hKlzK0pZmZpQ02g
00000207,7FGvAPKP5rn0JnWn6qLqVP
00000207,5E75Cr0oqxGoX0YYwdC3nZ
00000207,6MszGZxe52sc4owTmjp0O9
00000207,7lVNTXkI3cHFvcXiI8damb
00000207,0jSMveIWvnhDIvzqN74Uc7
00000207,6GUiIbJ834FcHewby3PwV0
00000207,2s0ouHqJebHfiQ6C1GUFJd
00000207,7z3N2W7Xz1t2G2sAO8wFVH
00000207,3GpbwCm3YxiWDvy29Uo3vP
00000207,1U8Ho1nOzKXYDvfigOuHG4
00000207,7r8KGFyID2uExN5FupG4AT
00000207,6HZ9VeI5IRFCNQLXhpF4bq
00000207,50UkypyQJbSQLaXHke5Yep
00000207,0FZ4Dmg8jJJAPJnvBIzD9z
00000207,3kZoay4ANo86ehb6s4RwS9
00000207,440JHgcmlgu65MbKBg20ba
00000207,2Vpj5colB0MPy3Zg5SITEC
00000207,5RC9YDHON0nXKmcQrL6WV6
00000207,2771LMNxwf62FTAdpJMQfM
00000207,2bBClS4zzrRd4Aj59NaKSv
00000207,7wuh65sqmWBJRsjhmOM3Wl
00000207,0yLdNVWF3Srea0uzk55zFn
00000207,5z7mYFfhw6N6f23VwrokJD
00000207,2yr2HnFYl7XvqJk4fXoQBt
00000207,0OvwzS8FX73Bw7ykMRmffU
00000207,2QtxlzvSBONjs1bDC34ixs
00000207,0EWr7rj8u0R2o8hX397Mwa
00000207,1dF5Y2dd7Wm4wZKvVjWBpr
00000207,5Y78yINSOCW6xbOfGWNBg4
00000207,0JSCZdPOPR7d8Mfi09tIxU
00000207,3USxtqRwSYz57Ewm6wWRMp
00000207,16qYlQ6koFxYVbiJbGHblz
00000207,4scpF6J5uMBvoh6sFB7EL1
00000207,37BZB0z9T8Xu7U3e65qxFy
00000207,7rOIWUhSfjWh4E7443PYE8
00000208,7n8UWYTawkrcC1KBsY5XRc
00000208,2dxjKgT0li4qBI3QwuN9Ih
00000208,0k6HUzaRHpQ3eEWr1C7Esh
00000208,3wQaW4rEZe7AaDrlrX4eDy
00000208,5D2mYZuzcgjpchVY1pmTPh
00000208,3CcvahnsiArpTHYQEWV2Au
00000208,27AHAtAirQapVldIm4c9ZX
00000208,7KOlJ92bu51cltsD9KU5I7
00000208,4MeSMK38Szi6mtnmdWKBG1
00000208,46lIt6GmL0VkkbuUyGDbCs
00000208,4dVpf9jZjcORqGTLUaeYj9
00000208,4PmMVdIFpJTB9WQbmILf4p
00000208,6uWliNGZEZKGMPwSwccdjG
00000208,3FfzdhMWVcjtyKbyuV0L7u
00000208,72i5s3SBDEkaRUOgUTlkfO
00000208,4GXH9A6fzuE0MNtqtzjhLg
00000208,16XNk3bVCSHXN1rlwbXtHb
00000208,7sJN693sYKEIEMu7fc5VnJ
00000208,6HfOzLLjsaXsehIFEsrxTk
00000208,41Fflg7qHiVOD6dEPvsCzO
00000208,0UaMYEvWZi0ZqiDOoHU3YI
00000208,4Kz4RdRCceaA9VgTqBhBfa
00000208,0AOvNRgl0SMfOibWA5bP8o
00000208,2JvzF1RMd7lE3KmFlsyZD8
00000208,5R50a3zfcUAAVy8bjfktDw
00000208,3c3uUUJUzIxnhynlz30dgV
00000208,0xmjwnQ3FNE6HuWCt2nHdZ
00000208,53CJANUxooaqGOtdsBTh7O
00000208,5IZc3KIVFhjzJ0L2kiXzUl
00000208,4MHboJP4Mj8b2bc4hXayIo
00000208,7aEjUdVMgHPQQdIIcaWnyt
00000208,6ro8Rx5kXXiIFmjPTlJjAI
00000208,27mhCGdAA8gM7b33KIiB3k
00000209,1IAzD1muglOxOcPbUHs70R
00000209,3RmKpob8xzv1pzHEQrMJah
00000209,4QEoAZj6fVeSHj9ti2JpN8
00000209,6MLsahMK3VvH9NUwXOktdS
00000209,18vXApRmJSgQ6wG2ll9AOg
00000209,2I9foKseoFQh07p6sD2voE
00000209,70ATm56tH7OrQ1zurYssz0
00000209,5PtMwNq8Dp31uYdGGacVJE
00000209,1EbWiEra7ovNsMq3DeLSDy
00000209,6VixoRqnikN4QqegoKUSbH
00000209,1dWimOlV5KUHDerWZVDv5l
00000209,1rqqCSm0Qe4I9rUvWncaom
00000209,14msK75pk3pA33pzPVNtBF
00000209,04aAxqtGp5pv12UXAg4pkq
00000209,52IuMfbQa9aqRPz2oYPAI8
00000209,3HVJbdz0V402U5YggQK4Ao
00000209,7fBv7CLKzipRk6EC6TWHOB
00000209,3Feec7M9kLXDHag4iZcBxU
00000209,7f2HHmhlbdkW5f9Ge26qny
00000209,3kW5Rq9AIL0QQuYTSKNkQw
00000209,6RtPijgfPKROxEzTHNRiDp
00000209,2V4bv1fNWfTcyRJKmej6Sj
00000209,5UsLjwBaTHBX4ektWIr4XX
00000209,0wbnC9AUenxp613TYaJsGK
00000209,0Ss50OU9tCozI7JIywkv14
00000209,68wXv4DokvcOVNvuJ7FbWp
00000209,0IkKz2J93C94Ei4BvDop7P
00000209,76dZuMVXjIyLPRLv00skGd
00000209,2TVWQ8xDTLvjimMSqW3F96
00000209,5KSJ9k1FYjFLnIRlJT2wF8
00000209,0d28khcov6AiegSCpG5TuT
00000209,3ESSGgWzRf1xvP7G5hHMhB
00000209,0b8qcIPuFq77U6ifMUAVUP
00000209,1PS1QMdUqOal0ai3Gt7sDQ
00000209,5YEOzOojehCqxGQCcQiyR4
00000209,7dt6x5M1jzdTEt8oCbisTK
00000209,5OI48E8HqkN8fnTOu3Hfuf
00000209,7xVwhsuZTUWhIyFeDH6rYr
00000209,19gW8vZzd0rxCW85O2rbkW
00000209,3R8sCwlK9pbFuvpdzAknyG
00000209,5uqphUYsR45kPYplrYSAQh
00000209,2LvRR121MWFmmEGkuV2vQP
00000209,64NdPYarVxVmHcYYXDekg3
00000209,1jo3TwNGCXfNdB5uba3ZVv
00000209,00i2HU7TEzzftShjRrDSEF
00000209,712uvW1Vezq8WpQi38v2L9
00000210,06iMqWThw4w8fTFyccvOwr
00000210,6D1CstH1YvzNN8cPd9ay9Q
00000210,3TidJUS4FxxHgy1cBMymHF
00000210,02MWAaffLxlfxAUY7c5dvx
00000210,7MAibcTli4IisCtbHKrGMh
00000210,5hTpBe8h35rJ67eAWHQsJx
00000210,2IRZnDFmlqMuOrYOLnZZyc
00000210,6M47gaKejso9772SKTa3yH
00000210,5Z01UMMf7V1o0MzF86s6WJ
00000210,2ImuQo1g14CTR9hZAZD3aQ
00000210,7FIWs0pqAYbP91WWM0vlTQ
00000210,4OjuzM3rTWp3q60mEldNSF
00000211,7bYKMJI4z6mApjLhv4hOBM
00000211,6S5SJlNXgrUBTLa58NMwGk
00000211,0Qr9Dl5b43RAZuXTSqzBzu
00000211,2kNtAwWATYkqV3CdT20RV0
00000211,4nva9EpKntUTs6CRSGBCn9
00000211,712uvW1Vezq8WpQi38v2L9
00000211,4qikXelSRKvoCqFcHLB2H2
00000211,7tGlzXJv6GD5e5qlu5YmDg
00000211,0gljI0CtjpdZK6ecidfxto
00000211,4scpF6J5uMBvoh6sFB7EL1
00000211,4TboAbE2pCUUB0fk6Q9rUU
00000211,6kL0m9YKOaMxdO0sgbeq5H
00000211,5rb9QrpfcKFHM1EUbSIurX
00000211,428JUvntvW20r9hOOpFAao
00000211,4woTEX1wYOTGDqNXuavlRC
00000211,19O4dTFbBFSdNuGSigy1p4
00000211,1AJx5jJQy9pKKxcnHm85RY
00000211,3xQCXDHNJXSVxECjTJCHFu
00000211,5r29mFrurlVBbqJzjr2XW6
00000211,4wFjTWCunQFKtukqrNijEt
00000211,5880eYQmXx3c3oD22IljIt
00000211,7cVmKBwzPsh4Fmb6SplfEm
00000211,4tIPgKJa5DVpJqu7GvH4gU
00000211,28AUzRo0nQLESL55WDV0um
00000211,39yRhjDdSTP4A7VehxBXDb
00000211,4JPCdSaqs9dJd7RatFSHww
00000211,2JzZzZUQj3Qff7wapcbKjc
00000211,5GPm7PsMQwceQvfYlGXcCt
00000211,2LvRR121MWFmmEGkuV2vQP
00000211,2asIUjALYhUbH8hvLUhDWo
00000212,3cSuhzV7wKX5diQ8hos78P
00000212,26Pjvw43nUS91mWAOfPDLz
00000212,5krOROgmf8adn3SJzeKLZy
00000212,3OWcWJz1c0pIc6L3IDDhpP
00000212,7eBqSVxrzQZtK2mmgRG6lC
00000212,6foxplXS0YEq8cO374Lty4
00000212,0OvwzS8FX73Bw7ykMRmffU
00000212,50UkypyQJbSQLaXHke5Yep
00000212,2ygMBIctKIAfbEBcT9065L
00000212,6jmTHeoWvBaSrwWttr8Xvu
00000212,3UmaczJpikHgJFyBTAJVoz
00000212,4ZtFanR9U6ndgddUvNcjcG
00000212,2JJ5h2I1S0UR4tyD0U1I7K
00000212,5tEbnKMOMK8LLoOIsEkWRr
00000212,1eRyWRvO3RE6AlKhvYhTuX
00000212,2K2nfIHU02JUJtzLvUx0ju
00000212,275a9yzwGB6ncAW4SxY7q3
00000212,0YneC4nNQEsKCqAGCv1tJK
00000212,5XkeTGKcCkGF8l6fA9YpsS
00000212,6dBQ5asGzaKH9313wBxvIz
00000212,0d2iYfpKoM0QCKvcLCkBao
00000212,7KwZNVEaqikRSBSpyhXK2j
00000212,4qKcDkK6siZ7Jp1Jb4m0aL
00000212,2XKNIzuVL2aOlzGUiPkctF
00000212,65ES1qwOB577ZnTkizMXJJ
00000212,6RtPijgfPKROxEzTHNRiDp
00000212,0trHOzAhNpGCsGBEu7dOJo
00000212,6TYPoBrn53njY2C0WwdmA1
00000212,1eduDdsjMO7Or4EXnMf2iS
00000212,4dASQiO1Eoo3RJvt74FtXB
00000212,3Okb56pSKGdoTWUcv4isoo
00000212,4OikxHAgM14El0wQIyyhP8
00000212,00FROhC5g4iJdax5US8jRr
00000212,2asIUjALYhUbH8hvLUhDWo
00000212,2gwkD6igEhQbDQegRCcdoB
00000212,3ZdJffjzJWFimSQyxgGIxN
00000212,0WKYRFtH6KKbaNWjsxqm70
00000212,59rtiYOPgMEDf3yPEfU2la
00000212,24PWKmemCvqfyVXODhoKHW
00000212,6ndmKwWqMozN2tcZqzCX4K
00000212,0gljI0CtjpdZK6ecidfxto
00000212,76dZuMVXjIyLPRLv00skGd
00000212,4PmMVdIFpJTB9WQbmILf4p
00000212,7qHAjAL7CpadaZLamuBZRm
00000212,20LxTsa6936zOlzTWqoPVt
00000212,4U5CjTT6uObhD2vwnD4zOF
00000212,43uQtNJUmlEdJtjbz6GdGL
00000212,771lQyKAtqXRpZ7iM4JsbP
00000212,3j9UIPpivEXyfV67agjXKH
00000213,5IaHrVsrferBYDm0bDyABy
00000213,39jxVaEhI8R7csdu7GAjmL
00000213,6vN77lE9LK6HP2DewaN6HZ
00000213,7tGlzXJv6GD5e5qlu5YmDg
00000213,7CZyCXKG6d5ALeq41sLzbw
00000213,2MIBAmYwiuGoKUlpq9B9sZ
00000213,3FfzdhMWVcjtyKbyuV0L7u
00000213,4scpF6J5uMBvoh6sFB7EL1
00000213,2TVWQ8xDTLvjimMSqW3F96
00000213,6XIiqQp6A0gzaIEaDszkZX
00000213,6jmTHeoWvBaSrwWttr8Xvu
00000213,6foxplXS0YEq8cO374Lty4
00000213,6qUEOWqOzu1rLPUPQ1ECpx
00000213,75ZvA4QfFiZvzhj2xkaWAh
00000213,7eBqSVxrzQZtK2mmgRG6lC
00000213,2fsULZDbmjjZPtr1PfeBRz
00000213,2NRQ80uXOLkfNMXsjuBOxB
00000213,7FGvAPKP5rn0JnWn6qLqVP
00000213,7bHT9osSq1rwT2yaImzqCi
00000213,19VTqucnxJuH6kilNdweTh
00000213,2JI71GHwq2LN8mtq3iCLYo
00000213,2ajhenDRiiAnCHHjsIOHhJ
00000213,6ndmKwWqMozN2tcZqzCX4K
00000214,7qFxSPDUDMQNGBqTvK4aEj
00000214,0Z2J91b2iTGLVTZC4fKgxf
00000214,4Onlx3t98YDeu8bM7wRS5K
00000214,4Oun2ylbjFKMPTiaSbbCih
00000214,6D1CstH1YvzNN8cPd9ay9Q
00000214,2JvzF1RMd7lE3KmFlsyZD8
00000214,3zpV1pF29S3jPGNY1J8HZo
00000214,2mpFm3f7QmdsVtSAIICEB7
00000214,5rXkgeY6rpcHcsolCpXZHR
00000214,1Sgj10byiGzPpI2IrXSFEn
00000214,0rSVWYKiBkirydeEyFevAn
00000214,7g7M96UGiA7OR79H86gV4m
00000214,2znzyzlAUc8Z1Ikq9aFOcx
00000214,0N9b7upoCixmvrsF0e4XN3
00000214,4FI0rdztOAYJZMupujL5Gp
00000214,7y911sqgHGHcyU4ivapjwi
00000214,1rqqCSm0Qe4I9rUvWncaom
00000214,7k6IzwMGpxnRghE7YosnXT
00000214,7tGlzXJv6GD5e5qlu5YmDg
00000214,7FIWs0pqAYbP91WWM0vlTQ
00000214,04KTF78FFg8sOHC1BADqbY
00000214,6g7bQ8qabCjVQQj2giiYZZ
00000214,2CEgGE6aESpnmtfiZwYlbV
00000214,16qYlQ6koFxYVbiJbGHblz
00000214,2yjlYDiNiQkdxVqTlaSrlX
00000214,24PWKmemCvqfyVXODhoKHW
00000214,2cYqizR4lgvp4Qu6IQ3qGN
00000214,3Ti0GdlrotgwsAVBBugv0I
00000214,6SmPPtaMnfxgz5duA6t9Cu
00000214,6fujklziTHa8uoM5OQSfIo
00000214,4DvhkX2ic4zWkQeWMwQ2qf
00000214,6YdzlsQcyXoWjAykR0rjj3
00000214,0CAfXk7DXMnon4gLudAp7J
00000214,7zl7kehxesNEo2pYkKXTSe
00000214,6CN3e26iQSj1N5lomh0mfO
00000214,3hwwIr2pcL2IWBpEUj5Hya
00000214,3UmaczJpikHgJFyBTAJVoz
00000214,4OikxHAgM14El0wQIyyhP8
00000214,6225vlQNgif1W5dE5KN6Y6
00000214,7f2HHmhlbdkW5f9Ge26qny
00000214,1ixbwbeBi5ufN4noUKmW5a
00000214,0O6u0VJ46W86TxN9wgyqDj
00000214,63XXvHR6FfiRDk5lKNNCMI
00000214,4MMqj7HaLL8BphbBZnlsdq
00000215,2GrOq1y5gksYrqkc8Jzl9T
00000215,5qTvkDrSfvwDv6RBjjcfQr
00000215,419BgOz6TVQm8vvgiwXq5X
00000215,4w7lBzX0EcDuy8tQLQvjC2
00000215,5n4Ws20sveldU4wt5UT4Ej
00000215,1jo3TwNGCXfNdB5uba3ZVv
00000215,7u6aTzXw1JtiK5sr7XctFs
00000215,7ElF5zxOwYP4qVSWVvse3W
00000215,26Pjvw43nUS91mWAOfPDLz
00000215,37F7E7BKEw2E4O2L7u0IEp
00000215,2Ozc0me9PV5vlt8cokwdvI
00000215,4X5f3vT8MRuXF68pfjNte5
00000215,1ei4Cg4zYN2y17CAvjETSM
00000215,1LnEW2Dx4pFZ4yZ4dXFY4f
00000215,7yL4wdksHlDnmKvofxMTBE
00000215,5tz69p7tJuGPeMGwNTxYuV
00000215,119c93MHjrDLJTApCVGpvx
00000215,7bYKMJI4z6mApjLhv4hOBM
00000215,4DuUwzP4ALMqpquHU0ltAB
00000215,5XLC8xoqyua4U7wJiZAWik
00000215,50UkypyQJbSQLaXHke5Yep
00000215,60SdxE8apGAxMiRrpbmLY0
00000215,2ygMBIctKIAfbEBcT9065L
00000215,2kNtAwWATYkqV3CdT20RV0
00000215,6g7bQ8qabCjVQQj2giiYZZ
00000215,2mpFm3f7QmdsVtSAIICEB7
00000215,4NeOWqHmlrGRuBvsLJC9rL
00000215,27GmP9AWRs744SzKcpJsTZ
00000215,3hwwIr2pcL2IWBpEUj5Hya
00000215,2lMg3lCMOGistaWBNGjuT3
00000215,4TsmezEQVSZNNPv5RJ65Ov
00000215,3B54sVLJ402zGa6Xm4YGNe
00000215,27mhCGdAA8gM7b33KIiB3k
00000215,0cNJ3huiV99wvUN1tmQLTL
00000215,024Q1MI4uaYHF6j2Q2ZYgF
00000215,0kIHfcHGFGm5xb0dSlKEdp
00000215,26XUAwGZqQEyy8Ubhtj4kq
00000215,5krOROgmf8adn3SJzeKLZy
00000215,2LvRR121MWFmmEGkuV2vQP
00000215,7n2Dqgp4iXd8Zorfj9XSYo
00000215,1xznGGDReH1oQq0xzbwXa3
00000216,5TlAXiBCBwiQnIZUAA4Jkg
00000216,5H3B1WtZYGmyOYOXgQltKU
00000216,4sWuPniHClkInYAnzXAYUF
00000216,2SuMoyOaAVBg5AzfKyZaKV
00000216,4tIPgKJa5DVpJqu7GvH4gU
00000216,04aAxqtGp5pv12UXAg4pkq
00000216,463CkQjx2Zk1yXoBuierM9
00000216,5sNESr6pQfIhL3krM8CtZn
00000216,6MdqqkQ8sSC0WB4i8PyRuQ
00000216,3wKKkGVn7cVSfgPeYYIiXG
00000216,1xzBco0xcoJEDXktl7Jxrr
00000216,7JeKXMQKm6GoLGTkNy2jZ0
00000216,4LGMSdeKOUoy5Wf75Je0Hl
00000216,6hTBP6QLwJdxbKyLlLXrGo
00000216,4LwU4Vp6od3Sb08CsP99GC
00000216,5IZc3KIVFhjzJ0L2kiXzUl
00000216,5ljCWsDlSyJ41kwqym2ORw
00000216,0HNAPf0cLMkVQfwPl74kF3
00000216,2JJ5h2I1S0UR4tyD0U1I7K
00000216,4IYKjN1DrYzxKXt0umJqsG
00000216,6YTp4sUEi3oWNToQvOjke6
00000216,3XC7PIZGrna52zyFDXp48L
00000216,7eJ5kRpMNPAk7ccCDKywjH
00000216,1nX9KhK3Fff27SnrIor2Yb
00000216,2bBClS4zzrRd4Aj59NaKSv
00000216,2tJulUYLDKOg9XrtVkMgcJ
00000216,3eFBLpdod3HTbTCxzxVKYK
00000216,36Hwcla06Q5BCr59CL0sBp
00000216,5vQXxfGn1bjv5WESrYVVpw
00000216,6u8hSdYZxbK5EczDPRIXXf
00000216,6qUEOWqOzu1rLPUPQ1ECpx
00000216,1UMKquW1olreYO1LlLmTqi
00000216,3ZFTkvIE7kyPt6Nu3PEa7V
00000216,7lQ8MOhq6IN2w8EYcFNSUk
00000216,2K2nfIHU02JUJtzLvUx0ju
00000216,7f1zjZG77S891Uv4O68yfk
00000216,16qYlQ6koFxYVbiJbGHblz
00000216,37BZB0z9T8Xu7U3e65qxFy
00000216,7uKcScNXuO3MWw6LowBjW1
00000216,2Ozc0me9PV5vlt8cokwdvI
00000216,14msK75pk3pA33pzPVNtBF
00000216,7eBqSVxrzQZtK2mmgRG6lC
00000216,11BIoKDpTJHX5mZt6p566h
00000216,3HnhrVBybVBzp9yEQcAzfC
00000216,5ByAIlEEnxYdvpnezg7HTX
00000216,3iL2l5gUqyPS6vDwJFgJTR
00000217,1WtTLtofvcjQM3sXSMkDdX
00000217,4jvjzW7Hm0yK4LvvE0Paz9
00000217,41uX0L4bro4KfKtDIIEFFe
00000217,20MuVazoNMv6xjKPnRFOxG
00000217,4NeOWqHmlrGRuBvsLJC9rL
00000217,4Tyv7nnNTHC6mR1pTubIrw
00000217,4WxQGUmWBRNovxlF2g8Xdv
00000217,5LN1B9uVAVleCZ2euGarvi
00000217,5aooThgj87ID0vgiyvcjPM
00000217,4nva9EpKntUTs6CRSGBCn9
00000217,1ixbwbeBi5ufN4noUKmW5a
00000217,3UmaczJpikHgJFyBTAJVoz
00000217,1nX9KhK3Fff27SnrIor2Yb
00000217,2JzZzZUQj3Qff7wapcbKjc
00000217,2IBF9lQ9lgVai8LkskI5L7
00000217,2etHQJxIbV0soyPhelVs9Y
00000217,6n4U3TlzUGhdSFbUUhTvLP
00000217,5XLC8xoqyua4U7wJiZAWik
00000218,63BokRfXSQhEU6Qi2dSJpZ
00000218,3c3uUUJUzIxnhynlz30dgV
00000218,4yxKbzUC9auTZR9rTvFOTr
00000218,5UQOmTylBEdsIfSn37v3DO
00000218,5rK0pyEObO4DBFLy682QvR
00000218,1fidCEsYlaVE3pHwKCvpFZ
00000218,5eGEc27nnhtmcOh6RC890a
00000218,5kGCh49aqeRMkEOhQ9mcrW
00000218,5uqphUYsR45kPYplrYSAQh
00000218,74ozBdPG4zfj1hv7EF5hwP
00000218,5IjRKZlpKVBBRn0COL7pik
00000218,4wFjTWCunQFKtukqrNijEt
00000218,5vpDsiVqiZLRwKAzQO708k
00000218,6Xgq7MvZiet0hVi3KaDSgJ
00000218,4y35lEbyqHAuVEVMe4waSE
00000218,0zj8Xf2PjK2SRPvoinZytS
00000219,0fioLzGM8ngbD1w6fMmm45
00000219,4MeSMK38Szi6mtnmdWKBG1
00000219,2JzZzZUQj3Qff7wapcbKjc
00000219,4UhUXGXEeq3mPJyzZkx9fY
00000219,31I3Rt1bPa2LrE74DdNizO
00000219,33ZXjLCpiINn8eQIDYEPTD
00000219,2cYqizR4lgvp4Qu6IQ3qGN
00000219,6IaieqiCVvsNvEt6Y7yOFa
00000219,5hTpBe8h35rJ67eAWHQsJx
00000219,1muLq1kBLWIT3pmNC2xl0g
00000219,2BJSMvOGABRxokHKB0OI8i
00000219,7yL4wdksHlDnmKvofxMTBE
00000219,26Pjvw43nUS91mWAOfPDLz
00000219,3zkWCteF82vJwv0hRLba76
00000219,4MMqj7HaLL8BphbBZnlsdq
00000219,1UMKquW1olreYO1LlLmTqi
00000219,3XabgBQYC7H80agKcAq83Y
00000219,0MoRTalVQ1zPdR5HucLJrP
00000219,1EM23A621Z0QyTlWKu7T1l
00000219,68vgtRHr7iZHpzGpon6Jlo
00000219,6YYd5MLpu45J0uLrMdivF7
00000219,0tYPj0NYa7vjlJaqlRSnJb
00000219,0srwKuJPH8yBzzFUJMBQM2
00000219,2kNtAwWATYkqV3CdT20RV0
00000219,1ozdRCYFVt8Ui0dba1520D
00000219,1tAutlhI9FwnKn7fVgmd5P
00000219,0FmCLEHfINGqwlyzvklNqy
00000219,6c0GmyBsE7mQtrVvxJaWc3
00000219,00ko9WaS4jOX1kEk3gvHjf
00000219,5274I4mUMnYczyeXkGDWZN
00000219,0OvwzS8FX73Bw7ykMRmffU
00000219,53duuSwaLOZuIrELvZXqLH
00000219,6tDxrq4FxEL2q15y37tXT9
00000219,4hrae8atte6cRlSC9a7VCO
00000219,7kAFSrTIOiVZ0gnHBuAH3l
00000219,0NmuYnjETG3u3qx0OmEJev
00000219,7FIWs0pqAYbP91WWM0vlTQ
00000219,2bUojZta7GJTjGAqo064jo
00000219,7wuh65sqmWBJRsjhmOM3Wl
00000219,6Rlf0CM4DEKOyxsxeVMq6w
00000219,67UivNNJwBPb8XS7r4fGmf
00000219,4OjuzM3rTWp3q60mEldNSF
00000219,5R50a3zfcUAAVy8bjfktDw
00000219,2JI71GHwq2LN8mtq3iCLYo
